lead_id,interaction_type,interaction_date,details
260,Meeting,4/22/2023,"{""follow_up_date"": ""2023-09-16"", ""priority"": ""high""}"
521,Call,4/22/2023,"{""follow_up_date"": ""2024-04-12"", ""priority"": ""low""}"
527,Call,4/22/2023,"{""follow_up_date"": ""2024-04-16"", ""priority"": ""high""}"
561,Call,4/23/2023,"{""follow_up_date"": ""2024-04-01"", ""priority"": ""medium""}"
835,Email,4/23/2023,"{""follow_up_date"": ""2023-11-11"", ""priority"": ""low""}"
745,Email,4/23/2023,"{""follow_up_date"": ""2024-04-06"", ""priority"": ""medium""}"
20,Call,4/25/2023,"{""follow_up_date"": ""2024-01-11"", ""priority"": ""high""}"
639,Email,4/25/2023,"{""follow_up_date"": ""2023-06-28"", ""priority"": ""medium""}"
607,Call,4/25/2023,"{""follow_up_date"": ""2023-06-01"", ""priority"": ""medium""}"
390,Email,4/26/2023,"{""follow_up_date"": ""2023-07-02"", ""priority"": ""high""}"
137,Call,4/26/2023,"{""follow_up_date"": ""2023-11-30"", ""priority"": ""medium""}"
59,Email,4/26/2023,"{""follow_up_date"": ""2023-06-15"", ""priority"": ""low""}"
196,Call,4/26/2023,"{""follow_up_date"": ""2024-03-10"", ""priority"": ""medium""}"
901,Meeting,4/26/2023,"{""follow_up_date"": ""2024-03-21"", ""priority"": ""high""}"
303,Meeting,4/27/2023,"{""follow_up_date"": ""2024-02-04"", ""priority"": ""low""}"
340,Email,4/27/2023,"{""follow_up_date"": ""2023-10-13"", ""priority"": ""medium""}"
368,Meeting,4/28/2023,"{""follow_up_date"": ""2023-10-21"", ""priority"": ""low""}"
329,Meeting,4/28/2023,"{""follow_up_date"": ""2023-07-12"", ""priority"": ""low""}"
328,Call,4/29/2023,"{""follow_up_date"": ""2023-12-04"", ""priority"": ""high""}"
902,Meeting,4/29/2023,"{""follow_up_date"": ""2023-07-15"", ""priority"": ""high""}"
230,Email,4/29/2023,"{""follow_up_date"": ""2023-10-21"", ""priority"": ""high""}"
730,Meeting,4/29/2023,"{""follow_up_date"": ""2024-04-13"", ""priority"": ""medium""}"
397,Call,4/29/2023,"{""follow_up_date"": ""2023-06-23"", ""priority"": ""low""}"
630,Meeting,4/30/2023,"{""follow_up_date"": ""2023-10-29"", ""priority"": ""low""}"
165,Call,4/30/2023,"{""follow_up_date"": ""2024-02-25"", ""priority"": ""high""}"
973,Email,4/30/2023,"{""follow_up_date"": ""2023-09-26"", ""priority"": ""high""}"
680,Email,4/30/2023,"{""follow_up_date"": ""2023-08-05"", ""priority"": ""low""}"
896,Meeting,4/30/2023,"{""follow_up_date"": ""2023-07-19"", ""priority"": ""high""}"
936,Email,5/1/2023,"{""follow_up_date"": ""2023-06-12"", ""priority"": ""high""}"
677,Email,5/2/2023,"{""follow_up_date"": ""2023-09-06"", ""priority"": ""high""}"
741,Email,5/2/2023,"{""follow_up_date"": ""2024-04-04"", ""priority"": ""medium""}"
230,Email,5/2/2023,"{""follow_up_date"": ""2023-09-29"", ""priority"": ""low""}"
533,Email,5/2/2023,"{""follow_up_date"": ""2023-08-13"", ""priority"": ""medium""}"
950,Email,5/4/2023,"{""follow_up_date"": ""2023-08-18"", ""priority"": ""medium""}"
555,Meeting,5/4/2023,"{""follow_up_date"": ""2023-09-05"", ""priority"": ""high""}"
233,Email,5/5/2023,"{""follow_up_date"": ""2023-08-28"", ""priority"": ""high""}"
94,Meeting,5/5/2023,"{""follow_up_date"": ""2024-01-22"", ""priority"": ""low""}"
690,Call,5/5/2023,"{""follow_up_date"": ""2024-04-26"", ""priority"": ""low""}"
421,Email,5/6/2023,"{""follow_up_date"": ""2023-07-27"", ""priority"": ""medium""}"
977,Email,5/6/2023,"{""follow_up_date"": ""2023-07-25"", ""priority"": ""low""}"
454,Call,5/6/2023,"{""follow_up_date"": ""2023-07-30"", ""priority"": ""high""}"
99,Email,5/6/2023,"{""follow_up_date"": ""2023-09-21"", ""priority"": ""low""}"
323,Email,5/7/2023,"{""follow_up_date"": ""2023-11-25"", ""priority"": ""low""}"
80,Email,5/9/2023,"{""follow_up_date"": ""2023-12-06"", ""priority"": ""medium""}"
407,Call,5/9/2023,"{""follow_up_date"": ""2023-10-05"", ""priority"": ""medium""}"
688,Call,5/11/2023,"{""follow_up_date"": ""2023-09-03"", ""priority"": ""high""}"
465,Call,5/11/2023,"{""follow_up_date"": ""2024-03-26"", ""priority"": ""medium""}"
992,Email,5/11/2023,"{""follow_up_date"": ""2023-11-25"", ""priority"": ""low""}"
154,Email,5/11/2023,"{""follow_up_date"": ""2023-05-24"", ""priority"": ""medium""}"
410,Email,5/11/2023,"{""follow_up_date"": ""2024-01-24"", ""priority"": ""medium""}"
593,Call,5/13/2023,"{""follow_up_date"": ""2023-10-04"", ""priority"": ""high""}"
820,Email,5/14/2023,"{""follow_up_date"": ""2023-11-23"", ""priority"": ""medium""}"
36,Meeting,5/15/2023,"{""follow_up_date"": ""2023-08-26"", ""priority"": ""low""}"
86,Meeting,5/16/2023,"{""follow_up_date"": ""2024-03-20"", ""priority"": ""high""}"
827,Email,5/16/2023,"{""follow_up_date"": ""2024-04-19"", ""priority"": ""low""}"
747,Email,5/16/2023,"{""follow_up_date"": ""2023-09-21"", ""priority"": ""medium""}"
97,Email,5/16/2023,"{""follow_up_date"": ""2024-02-24"", ""priority"": ""medium""}"
464,Email,5/17/2023,"{""follow_up_date"": ""2024-02-28"", ""priority"": ""high""}"
612,Call,5/17/2023,"{""follow_up_date"": ""2023-09-18"", ""priority"": ""high""}"
180,Meeting,5/18/2023,"{""follow_up_date"": ""2023-07-31"", ""priority"": ""low""}"
142,Email,5/18/2023,"{""follow_up_date"": ""2023-11-28"", ""priority"": ""medium""}"
876,Call,5/18/2023,"{""follow_up_date"": ""2024-04-30"", ""priority"": ""low""}"
839,Email,5/18/2023,"{""follow_up_date"": ""2024-01-14"", ""priority"": ""medium""}"
816,Meeting,5/19/2023,"{""follow_up_date"": ""2023-11-23"", ""priority"": ""medium""}"
496,Call,5/20/2023,"{""follow_up_date"": ""2023-10-15"", ""priority"": ""medium""}"
652,Call,5/20/2023,"{""follow_up_date"": ""2023-09-10"", ""priority"": ""low""}"
469,Email,5/20/2023,"{""follow_up_date"": ""2024-01-02"", ""priority"": ""medium""}"
300,Meeting,5/20/2023,"{""follow_up_date"": ""2024-04-08"", ""priority"": ""medium""}"
306,Call,5/21/2023,"{""follow_up_date"": ""2023-09-21"", ""priority"": ""high""}"
592,Email,5/21/2023,"{""follow_up_date"": ""2023-10-14"", ""priority"": ""medium""}"
691,Email,5/21/2023,"{""follow_up_date"": ""2024-02-04"", ""priority"": ""medium""}"
145,Call,5/21/2023,"{""follow_up_date"": ""2024-03-07"", ""priority"": ""medium""}"
948,Email,5/21/2023,"{""follow_up_date"": ""2024-01-13"", ""priority"": ""low""}"
499,Meeting,5/21/2023,"{""follow_up_date"": ""2023-06-06"", ""priority"": ""high""}"
958,Meeting,5/21/2023,"{""follow_up_date"": ""2023-10-02"", ""priority"": ""medium""}"
984,Email,5/23/2023,"{""follow_up_date"": ""2023-08-28"", ""priority"": ""medium""}"
914,Meeting,5/24/2023,"{""follow_up_date"": ""2024-04-01"", ""priority"": ""low""}"
757,Call,5/24/2023,"{""follow_up_date"": ""2023-09-23"", ""priority"": ""medium""}"
518,Email,5/24/2023,"{""follow_up_date"": ""2023-06-11"", ""priority"": ""low""}"
485,Call,5/24/2023,"{""follow_up_date"": ""2023-10-05"", ""priority"": ""low""}"
609,Call,5/25/2023,"{""follow_up_date"": ""2023-12-14"", ""priority"": ""high""}"
979,Meeting,5/25/2023,"{""follow_up_date"": ""2024-02-02"", ""priority"": ""medium""}"
535,Email,5/25/2023,"{""follow_up_date"": ""2023-08-30"", ""priority"": ""low""}"
361,Email,5/26/2023,"{""follow_up_date"": ""2024-03-27"", ""priority"": ""high""}"
91,Meeting,5/26/2023,"{""follow_up_date"": ""2024-03-24"", ""priority"": ""low""}"
770,Email,5/26/2023,"{""follow_up_date"": ""2024-03-29"", ""priority"": ""high""}"
515,Call,5/26/2023,"{""follow_up_date"": ""2023-06-10"", ""priority"": ""high""}"
270,Email,5/27/2023,"{""follow_up_date"": ""2024-05-19"", ""priority"": ""low""}"
950,Email,5/27/2023,"{""follow_up_date"": ""2023-07-03"", ""priority"": ""medium""}"
606,Call,5/27/2023,"{""follow_up_date"": ""2023-12-13"", ""priority"": ""medium""}"
729,Meeting,5/27/2023,"{""follow_up_date"": ""2023-10-14"", ""priority"": ""medium""}"
628,Email,5/28/2023,"{""follow_up_date"": ""2023-08-20"", ""priority"": ""high""}"
126,Meeting,5/28/2023,"{""follow_up_date"": ""2024-02-23"", ""priority"": ""low""}"
377,Meeting,5/28/2023,"{""follow_up_date"": ""2024-05-19"", ""priority"": ""high""}"
14,Call,5/28/2023,"{""follow_up_date"": ""2024-03-27"", ""priority"": ""low""}"
25,Call,5/29/2023,"{""follow_up_date"": ""2024-03-18"", ""priority"": ""high""}"
533,Meeting,5/29/2023,"{""follow_up_date"": ""2023-09-12"", ""priority"": ""high""}"
487,Meeting,5/29/2023,"{""follow_up_date"": ""2023-06-26"", ""priority"": ""high""}"
858,Meeting,5/30/2023,"{""follow_up_date"": ""2023-07-12"", ""priority"": ""medium""}"
573,Call,5/30/2023,"{""follow_up_date"": ""2023-12-08"", ""priority"": ""medium""}"
194,Call,5/31/2023,"{""follow_up_date"": ""2024-02-25"", ""priority"": ""low""}"
496,Email,5/31/2023,"{""follow_up_date"": ""2024-01-09"", ""priority"": ""high""}"
946,Email,5/31/2023,"{""follow_up_date"": ""2023-09-03"", ""priority"": ""low""}"
921,Email,5/31/2023,"{""follow_up_date"": ""2023-10-29"", ""priority"": ""high""}"
642,Meeting,6/1/2023,"{""follow_up_date"": ""2024-03-11"", ""priority"": ""low""}"
966,Call,6/1/2023,"{""follow_up_date"": ""2024-01-16"", ""priority"": ""high""}"
650,Email,6/3/2023,"{""follow_up_date"": ""2023-09-30"", ""priority"": ""medium""}"
970,Meeting,6/3/2023,"{""follow_up_date"": ""2023-09-12"", ""priority"": ""low""}"
187,Email,6/3/2023,"{""follow_up_date"": ""2024-06-02"", ""priority"": ""medium""}"
739,Email,6/3/2023,"{""follow_up_date"": ""2024-03-10"", ""priority"": ""low""}"
750,Meeting,6/4/2023,"{""follow_up_date"": ""2023-08-13"", ""priority"": ""medium""}"
812,Meeting,6/5/2023,"{""follow_up_date"": ""2023-07-30"", ""priority"": ""high""}"
73,Meeting,6/5/2023,"{""follow_up_date"": ""2024-05-25"", ""priority"": ""medium""}"
373,Meeting,6/6/2023,"{""follow_up_date"": ""2023-12-16"", ""priority"": ""high""}"
539,Meeting,6/7/2023,"{""follow_up_date"": ""2023-11-03"", ""priority"": ""medium""}"
187,Email,6/7/2023,"{""follow_up_date"": ""2023-12-06"", ""priority"": ""medium""}"
994,Call,6/7/2023,"{""follow_up_date"": ""2023-10-09"", ""priority"": ""high""}"
727,Email,6/7/2023,"{""follow_up_date"": ""2024-03-30"", ""priority"": ""high""}"
61,Call,6/7/2023,"{""follow_up_date"": ""2024-02-13"", ""priority"": ""medium""}"
774,Meeting,6/8/2023,"{""follow_up_date"": ""2023-09-18"", ""priority"": ""medium""}"
912,Call,6/8/2023,"{""follow_up_date"": ""2023-08-01"", ""priority"": ""low""}"
90,Meeting,6/9/2023,"{""follow_up_date"": ""2023-07-27"", ""priority"": ""medium""}"
344,Meeting,6/9/2023,"{""follow_up_date"": ""2023-10-31"", ""priority"": ""medium""}"
706,Email,6/9/2023,"{""follow_up_date"": ""2023-11-05"", ""priority"": ""high""}"
930,Email,6/10/2023,"{""follow_up_date"": ""2023-08-23"", ""priority"": ""low""}"
7,Meeting,6/10/2023,"{""follow_up_date"": ""2023-11-21"", ""priority"": ""medium""}"
220,Call,6/11/2023,"{""follow_up_date"": ""2024-04-06"", ""priority"": ""high""}"
763,Call,6/11/2023,"{""follow_up_date"": ""2024-04-14"", ""priority"": ""medium""}"
428,Email,6/12/2023,"{""follow_up_date"": ""2023-11-17"", ""priority"": ""high""}"
886,Call,6/12/2023,"{""follow_up_date"": ""2023-10-20"", ""priority"": ""low""}"
952,Email,6/12/2023,"{""follow_up_date"": ""2023-10-19"", ""priority"": ""high""}"
958,Meeting,6/12/2023,"{""follow_up_date"": ""2023-08-20"", ""priority"": ""low""}"
708,Call,6/13/2023,"{""follow_up_date"": ""2024-01-01"", ""priority"": ""medium""}"
170,Email,6/13/2023,"{""follow_up_date"": ""2023-12-16"", ""priority"": ""high""}"
12,Call,6/13/2023,"{""follow_up_date"": ""2023-11-22"", ""priority"": ""high""}"
867,Email,6/13/2023,"{""follow_up_date"": ""2024-05-24"", ""priority"": ""low""}"
37,Meeting,6/14/2023,"{""follow_up_date"": ""2023-08-03"", ""priority"": ""high""}"
305,Email,6/14/2023,"{""follow_up_date"": ""2023-11-14"", ""priority"": ""low""}"
382,Call,6/14/2023,"{""follow_up_date"": ""2024-04-02"", ""priority"": ""high""}"
760,Call,6/15/2023,"{""follow_up_date"": ""2023-08-25"", ""priority"": ""high""}"
175,Email,6/15/2023,"{""follow_up_date"": ""2024-05-29"", ""priority"": ""high""}"
123,Meeting,6/16/2023,"{""follow_up_date"": ""2024-03-16"", ""priority"": ""medium""}"
413,Call,6/16/2023,"{""follow_up_date"": ""2023-09-28"", ""priority"": ""medium""}"
478,Email,6/17/2023,"{""follow_up_date"": ""2023-11-10"", ""priority"": ""low""}"
509,Call,6/17/2023,"{""follow_up_date"": ""2024-01-26"", ""priority"": ""high""}"
44,Call,6/19/2023,"{""follow_up_date"": ""2023-08-24"", ""priority"": ""low""}"
94,Meeting,6/19/2023,"{""follow_up_date"": ""2024-04-13"", ""priority"": ""high""}"
938,Email,6/19/2023,"{""follow_up_date"": ""2023-08-20"", ""priority"": ""medium""}"
970,Meeting,6/20/2023,"{""follow_up_date"": ""2024-01-12"", ""priority"": ""low""}"
552,Call,6/21/2023,"{""follow_up_date"": ""2024-01-17"", ""priority"": ""low""}"
203,Email,6/21/2023,"{""follow_up_date"": ""2023-11-10"", ""priority"": ""high""}"
355,Meeting,6/22/2023,"{""follow_up_date"": ""2023-08-24"", ""priority"": ""medium""}"
226,Meeting,6/22/2023,"{""follow_up_date"": ""2024-01-19"", ""priority"": ""high""}"
613,Email,6/23/2023,"{""follow_up_date"": ""2024-01-27"", ""priority"": ""low""}"
564,Email,6/24/2023,"{""follow_up_date"": ""2024-05-23"", ""priority"": ""medium""}"
712,Meeting,6/24/2023,"{""follow_up_date"": ""2024-03-30"", ""priority"": ""high""}"
355,Meeting,6/25/2023,"{""follow_up_date"": ""2023-09-05"", ""priority"": ""low""}"
690,Call,6/25/2023,"{""follow_up_date"": ""2023-07-17"", ""priority"": ""high""}"
356,Meeting,6/25/2023,"{""follow_up_date"": ""2023-12-29"", ""priority"": ""medium""}"
283,Meeting,6/25/2023,"{""follow_up_date"": ""2023-07-09"", ""priority"": ""high""}"
756,Email,6/25/2023,"{""follow_up_date"": ""2023-10-12"", ""priority"": ""high""}"
341,Meeting,6/26/2023,"{""follow_up_date"": ""2024-01-30"", ""priority"": ""medium""}"
92,Email,6/26/2023,"{""follow_up_date"": ""2023-10-27"", ""priority"": ""medium""}"
513,Meeting,6/27/2023,"{""follow_up_date"": ""2024-01-07"", ""priority"": ""high""}"
12,Call,6/27/2023,"{""follow_up_date"": ""2023-08-07"", ""priority"": ""medium""}"
165,Call,6/28/2023,"{""follow_up_date"": ""2024-02-27"", ""priority"": ""high""}"
867,Meeting,6/28/2023,"{""follow_up_date"": ""2023-09-22"", ""priority"": ""low""}"
478,Email,6/29/2023,"{""follow_up_date"": ""2023-11-17"", ""priority"": ""low""}"
702,Call,6/29/2023,"{""follow_up_date"": ""2023-10-10"", ""priority"": ""medium""}"
385,Meeting,6/29/2023,"{""follow_up_date"": ""2023-12-18"", ""priority"": ""low""}"
395,Meeting,6/29/2023,"{""follow_up_date"": ""2023-12-18"", ""priority"": ""medium""}"
544,Meeting,6/29/2023,"{""follow_up_date"": ""2024-02-02"", ""priority"": ""high""}"
488,Meeting,6/29/2023,"{""follow_up_date"": ""2024-05-03"", ""priority"": ""low""}"
317,Meeting,6/29/2023,"{""follow_up_date"": ""2023-11-19"", ""priority"": ""low""}"
714,Email,6/29/2023,"{""follow_up_date"": ""2024-01-06"", ""priority"": ""high""}"
306,Call,6/29/2023,"{""follow_up_date"": ""2023-08-28"", ""priority"": ""high""}"
683,Call,6/29/2023,"{""follow_up_date"": ""2024-05-13"", ""priority"": ""low""}"
995,Meeting,6/30/2023,"{""follow_up_date"": ""2024-04-09"", ""priority"": ""low""}"
322,Call,7/1/2023,"{""follow_up_date"": ""2023-08-25"", ""priority"": ""high""}"
232,Call,7/1/2023,"{""follow_up_date"": ""2024-05-26"", ""priority"": ""high""}"
831,Call,7/2/2023,"{""follow_up_date"": ""2023-12-05"", ""priority"": ""high""}"
346,Meeting,7/2/2023,"{""follow_up_date"": ""2024-01-01"", ""priority"": ""low""}"
784,Meeting,7/3/2023,"{""follow_up_date"": ""2023-10-01"", ""priority"": ""medium""}"
795,Meeting,7/4/2023,"{""follow_up_date"": ""2023-11-11"", ""priority"": ""high""}"
537,Email,7/4/2023,"{""follow_up_date"": ""2024-04-10"", ""priority"": ""high""}"
940,Meeting,7/4/2023,"{""follow_up_date"": ""2024-01-01"", ""priority"": ""low""}"
977,Call,7/5/2023,"{""follow_up_date"": ""2023-10-27"", ""priority"": ""high""}"
500,Call,7/5/2023,"{""follow_up_date"": ""2024-06-15"", ""priority"": ""low""}"
183,Call,7/5/2023,"{""follow_up_date"": ""2023-08-10"", ""priority"": ""medium""}"
740,Call,7/5/2023,"{""follow_up_date"": ""2024-05-23"", ""priority"": ""low""}"
204,Meeting,7/5/2023,"{""follow_up_date"": ""2023-07-09"", ""priority"": ""low""}"
983,Call,7/6/2023,"{""follow_up_date"": ""2024-06-29"", ""priority"": ""high""}"
965,Email,7/6/2023,"{""follow_up_date"": ""2024-02-23"", ""priority"": ""high""}"
745,Call,7/6/2023,"{""follow_up_date"": ""2023-09-13"", ""priority"": ""low""}"
909,Meeting,7/6/2023,"{""follow_up_date"": ""2024-03-24"", ""priority"": ""medium""}"
42,Call,7/6/2023,"{""follow_up_date"": ""2023-09-02"", ""priority"": ""low""}"
970,Email,7/6/2023,"{""follow_up_date"": ""2024-02-14"", ""priority"": ""high""}"
744,Email,7/7/2023,"{""follow_up_date"": ""2024-05-20"", ""priority"": ""medium""}"
870,Call,7/7/2023,"{""follow_up_date"": ""2023-08-19"", ""priority"": ""high""}"
296,Meeting,7/7/2023,"{""follow_up_date"": ""2023-08-26"", ""priority"": ""low""}"
339,Meeting,7/7/2023,"{""follow_up_date"": ""2023-07-17"", ""priority"": ""high""}"
280,Call,7/7/2023,"{""follow_up_date"": ""2023-09-13"", ""priority"": ""low""}"
537,Meeting,7/8/2023,"{""follow_up_date"": ""2023-11-13"", ""priority"": ""low""}"
578,Meeting,7/8/2023,"{""follow_up_date"": ""2024-04-17"", ""priority"": ""low""}"
895,Meeting,7/9/2023,"{""follow_up_date"": ""2024-02-26"", ""priority"": ""low""}"
412,Meeting,7/9/2023,"{""follow_up_date"": ""2024-02-03"", ""priority"": ""medium""}"
169,Email,7/9/2023,"{""follow_up_date"": ""2024-06-14"", ""priority"": ""low""}"
114,Call,7/9/2023,"{""follow_up_date"": ""2024-04-18"", ""priority"": ""high""}"
998,Call,7/10/2023,"{""follow_up_date"": ""2023-10-14"", ""priority"": ""medium""}"
755,Meeting,7/10/2023,"{""follow_up_date"": ""2024-07-02"", ""priority"": ""medium""}"
412,Call,7/11/2023,"{""follow_up_date"": ""2023-10-19"", ""priority"": ""low""}"
172,Call,7/13/2023,"{""follow_up_date"": ""2024-06-23"", ""priority"": ""high""}"
702,Email,7/14/2023,"{""follow_up_date"": ""2024-07-04"", ""priority"": ""low""}"
220,Call,7/14/2023,"{""follow_up_date"": ""2023-10-08"", ""priority"": ""low""}"
533,Email,7/14/2023,"{""follow_up_date"": ""2024-03-26"", ""priority"": ""medium""}"
140,Email,7/15/2023,"{""follow_up_date"": ""2024-04-09"", ""priority"": ""medium""}"
322,Email,7/16/2023,"{""follow_up_date"": ""2024-01-17"", ""priority"": ""low""}"
168,Meeting,7/16/2023,"{""follow_up_date"": ""2023-10-27"", ""priority"": ""medium""}"
485,Meeting,7/16/2023,"{""follow_up_date"": ""2024-03-05"", ""priority"": ""high""}"
258,Call,7/16/2023,"{""follow_up_date"": ""2024-06-07"", ""priority"": ""high""}"
253,Meeting,7/16/2023,"{""follow_up_date"": ""2023-09-23"", ""priority"": ""low""}"
230,Call,7/17/2023,"{""follow_up_date"": ""2023-09-23"", ""priority"": ""high""}"
19,Meeting,7/17/2023,"{""follow_up_date"": ""2024-02-09"", ""priority"": ""high""}"
74,Email,7/17/2023,"{""follow_up_date"": ""2023-11-24"", ""priority"": ""medium""}"
321,Meeting,7/17/2023,"{""follow_up_date"": ""2023-12-06"", ""priority"": ""high""}"
458,Meeting,7/17/2023,"{""follow_up_date"": ""2023-09-09"", ""priority"": ""high""}"
35,Email,7/17/2023,"{""follow_up_date"": ""2023-11-02"", ""priority"": ""medium""}"
619,Call,7/17/2023,"{""follow_up_date"": ""2024-03-01"", ""priority"": ""low""}"
78,Call,7/18/2023,"{""follow_up_date"": ""2024-04-19"", ""priority"": ""medium""}"
714,Call,7/18/2023,"{""follow_up_date"": ""2024-04-27"", ""priority"": ""low""}"
942,Meeting,7/18/2023,"{""follow_up_date"": ""2024-02-26"", ""priority"": ""medium""}"
629,Call,7/18/2023,"{""follow_up_date"": ""2023-10-05"", ""priority"": ""low""}"
344,Meeting,7/19/2023,"{""follow_up_date"": ""2024-03-21"", ""priority"": ""high""}"
707,Email,7/19/2023,"{""follow_up_date"": ""2023-10-30"", ""priority"": ""medium""}"
757,Email,7/20/2023,"{""follow_up_date"": ""2024-04-15"", ""priority"": ""medium""}"
106,Meeting,7/20/2023,"{""follow_up_date"": ""2024-03-08"", ""priority"": ""medium""}"
514,Meeting,7/20/2023,"{""follow_up_date"": ""2024-01-14"", ""priority"": ""low""}"
732,Email,7/20/2023,"{""follow_up_date"": ""2024-04-18"", ""priority"": ""medium""}"
597,Email,7/22/2023,"{""follow_up_date"": ""2024-05-17"", ""priority"": ""high""}"
540,Call,7/22/2023,"{""follow_up_date"": ""2024-05-06"", ""priority"": ""medium""}"
217,Meeting,7/23/2023,"{""follow_up_date"": ""2024-02-26"", ""priority"": ""high""}"
197,Meeting,7/23/2023,"{""follow_up_date"": ""2023-10-22"", ""priority"": ""medium""}"
631,Call,7/23/2023,"{""follow_up_date"": ""2024-05-12"", ""priority"": ""medium""}"
706,Call,7/23/2023,"{""follow_up_date"": ""2024-03-29"", ""priority"": ""medium""}"
470,Email,7/24/2023,"{""follow_up_date"": ""2024-02-10"", ""priority"": ""medium""}"
592,Email,7/24/2023,"{""follow_up_date"": ""2024-04-06"", ""priority"": ""high""}"
603,Email,7/25/2023,"{""follow_up_date"": ""2024-07-15"", ""priority"": ""medium""}"
926,Email,7/25/2023,"{""follow_up_date"": ""2024-05-26"", ""priority"": ""low""}"
33,Email,7/26/2023,"{""follow_up_date"": ""2023-09-19"", ""priority"": ""high""}"
722,Call,7/26/2023,"{""follow_up_date"": ""2023-09-27"", ""priority"": ""medium""}"
742,Meeting,7/27/2023,"{""follow_up_date"": ""2023-12-08"", ""priority"": ""high""}"
457,Call,7/27/2023,"{""follow_up_date"": ""2024-01-22"", ""priority"": ""low""}"
622,Call,7/27/2023,"{""follow_up_date"": ""2024-06-16"", ""priority"": ""high""}"
106,Meeting,7/27/2023,"{""follow_up_date"": ""2023-12-06"", ""priority"": ""medium""}"
686,Meeting,7/27/2023,"{""follow_up_date"": ""2023-11-21"", ""priority"": ""low""}"
152,Meeting,7/27/2023,"{""follow_up_date"": ""2023-10-22"", ""priority"": ""low""}"
328,Email,7/28/2023,"{""follow_up_date"": ""2024-04-29"", ""priority"": ""medium""}"
202,Meeting,7/28/2023,"{""follow_up_date"": ""2024-07-23"", ""priority"": ""low""}"
496,Meeting,7/28/2023,"{""follow_up_date"": ""2024-01-15"", ""priority"": ""low""}"
1000,Meeting,7/28/2023,"{""follow_up_date"": ""2024-03-15"", ""priority"": ""low""}"
145,Email,7/29/2023,"{""follow_up_date"": ""2024-04-25"", ""priority"": ""medium""}"
124,Email,7/29/2023,"{""follow_up_date"": ""2023-08-08"", ""priority"": ""low""}"
954,Meeting,7/29/2023,"{""follow_up_date"": ""2024-06-30"", ""priority"": ""medium""}"
545,Email,7/29/2023,"{""follow_up_date"": ""2024-05-13"", ""priority"": ""high""}"
945,Call,7/29/2023,"{""follow_up_date"": ""2023-12-07"", ""priority"": ""medium""}"
272,Meeting,7/30/2023,"{""follow_up_date"": ""2024-03-17"", ""priority"": ""medium""}"
118,Meeting,7/30/2023,"{""follow_up_date"": ""2023-10-28"", ""priority"": ""high""}"
391,Call,7/30/2023,"{""follow_up_date"": ""2024-06-28"", ""priority"": ""medium""}"
45,Email,7/30/2023,"{""follow_up_date"": ""2024-03-19"", ""priority"": ""high""}"
821,Email,8/1/2023,"{""follow_up_date"": ""2023-09-24"", ""priority"": ""medium""}"
799,Email,8/1/2023,"{""follow_up_date"": ""2023-09-17"", ""priority"": ""medium""}"
379,Email,8/1/2023,"{""follow_up_date"": ""2023-10-31"", ""priority"": ""low""}"
208,Meeting,8/1/2023,"{""follow_up_date"": ""2023-10-08"", ""priority"": ""high""}"
418,Email,8/1/2023,"{""follow_up_date"": ""2024-07-30"", ""priority"": ""medium""}"
548,Meeting,8/2/2023,"{""follow_up_date"": ""2023-12-05"", ""priority"": ""medium""}"
646,Call,8/3/2023,"{""follow_up_date"": ""2024-07-11"", ""priority"": ""low""}"
481,Call,8/3/2023,"{""follow_up_date"": ""2024-04-28"", ""priority"": ""high""}"
487,Meeting,8/3/2023,"{""follow_up_date"": ""2023-08-27"", ""priority"": ""high""}"
901,Meeting,8/4/2023,"{""follow_up_date"": ""2024-04-14"", ""priority"": ""high""}"
214,Email,8/4/2023,"{""follow_up_date"": ""2024-01-26"", ""priority"": ""low""}"
420,Meeting,8/6/2023,"{""follow_up_date"": ""2024-03-18"", ""priority"": ""medium""}"
731,Call,8/6/2023,"{""follow_up_date"": ""2024-05-14"", ""priority"": ""low""}"
514,Email,8/6/2023,"{""follow_up_date"": ""2024-01-28"", ""priority"": ""high""}"
847,Meeting,8/6/2023,"{""follow_up_date"": ""2023-12-02"", ""priority"": ""low""}"
348,Meeting,8/6/2023,"{""follow_up_date"": ""2024-07-11"", ""priority"": ""high""}"
7,Call,8/6/2023,"{""follow_up_date"": ""2023-11-02"", ""priority"": ""low""}"
944,Email,8/7/2023,"{""follow_up_date"": ""2024-01-25"", ""priority"": ""low""}"
650,Meeting,8/7/2023,"{""follow_up_date"": ""2024-05-18"", ""priority"": ""medium""}"
854,Email,8/7/2023,"{""follow_up_date"": ""2024-02-16"", ""priority"": ""high""}"
809,Call,8/7/2023,"{""follow_up_date"": ""2024-05-10"", ""priority"": ""high""}"
648,Call,8/7/2023,"{""follow_up_date"": ""2024-04-05"", ""priority"": ""medium""}"
212,Email,8/7/2023,"{""follow_up_date"": ""2023-10-12"", ""priority"": ""high""}"
407,Email,8/8/2023,"{""follow_up_date"": ""2023-09-18"", ""priority"": ""medium""}"
652,Call,8/8/2023,"{""follow_up_date"": ""2024-04-22"", ""priority"": ""high""}"
329,Call,8/8/2023,"{""follow_up_date"": ""2023-12-04"", ""priority"": ""high""}"
662,Call,8/8/2023,"{""follow_up_date"": ""2023-09-26"", ""priority"": ""low""}"
611,Meeting,8/8/2023,"{""follow_up_date"": ""2024-08-07"", ""priority"": ""low""}"
